aeroporto,tipo.de.voo,cia.aerea,possui.deficiencia,facilidade.de.desembarque.no.meio.fio,opcoes.de.transporte.ate.o.aeroporto,processo.de.aquisicao.da.passagem,processo.de.inspecao.de.seguranca,estabelecimentos.de.alimentacao,localizacao.e.deslocamento,conforto.da.sala.de.embarque,disponibilidade.de.tomadas,internet.disponibilizada.pelo.aeroporto,sanitarios,limpeza.geral.do.aeroporto,satisfacao.geral,nacionalidade,genero,idade,escolaridade,renda.familiar,viajando.sozinho,motivo.da.viagem,quantidade.de.viagens.nos.ultimos.12.meses,ja.embarcou.desembarcou.antes.no.aeroporto
SBGR,Domestico,ITAPEMIRIM,Nenhuma,4,4,4,4,4,4,4,4,3,4,4,4,Brasileira,Feminino,18 a 25 anos,Ensino medio,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Nao
SBGR,Domestico,LATAM,Nenhuma,5,5,5,5,3,5,5,5,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Ensino medio,Prefiro nao informar,Sim,Trabalho,4 a 5,Sim
SBSP,Domestico,GOL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBCF,Domestico,AZUL,Nenhuma,3,3,4,4,5,5,4,5,5,3,5,5,Brasileira,Masculino,18 a 25 anos,Ensino medio,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBMO,Domestico,GOL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Ensino medio,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBGL,Domestico,GOL,Nenhuma,5,5,1,5,3,4,3,2,5,4,5,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBGO,Domestico,AZUL,Nenhuma,4,4,4,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBSV,Domestico,LATAM,Nenhuma,2,2,3,4,4,5,3,5,5,4,4,3,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBSG,Domestico,LATAM,Nenhuma,5,5,5,5,3,5,5,4,5,4,5,4,Brasileira,Masculino,18 a 25 anos,Superior,Entre 1 e 2 sm,Sim,Lazer,4 a 5,Sim
SBGO,Domestico,AZUL,Deficiencia Fisica / Motora,5,5,5,3,5,5,4,5,5,4,4,4,Brasileira,Masculino,56 a 65 anos,Superior,Mais de 20 sm,Sim,Trabalho,Mais de 11,Sim
SBCF,Internacional,AZUL,Nenhuma,4,4,5,5,4,5,4,4,3,5,5,4,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 1 e 2 sm,Nao,Lazer,1 (Primeira viagem),Sim
SBGO,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Nao
SBGO,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,5,3,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Superior,Mais de 20 sm,Nao,Lazer,2 a 3,Nao
SBSG,Domestico,LATAM,Nenhuma,4,4,5,5,3,5,5,3,5,5,5,3,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,2 a 3,Nao
SBVT,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,4,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Outros,2 a 3,Nao
SBBR,Domestico,AZUL,Nenhuma,4,4,4,5,5,4,5,2,2,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer e Trabalho,Mais de 11,Sim
SBBR,Domestico,GOL,Nenhuma,5,5,3,5,3,5,5,1,2,4,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Entre 10 e 20 sm,Nao,Lazer,4 a 5,Nao
SBMO,Domestico,AZUL,Nenhuma,5,5,4,5,4,5,3,2,5,5,5,4,Brasileira,Feminino,18 a 25 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,2 a 3,Nao
SBVT,Domestico,LATAM,Nenhuma,5,5,5,5,4,5,3,4,5,5,5,4,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 4 e 10 sm,Nao,Trabalho,6 a 10,Sim
SBCY,Domestico,LATAM,Nenhuma,5,5,5,5,4,5,5,3,4,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBPA,Domestico,GOL,Nenhuma,5,5,4,4,3,5,4,3,5,5,5,4,Brasileira,Feminino,18 a 25 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBCY,Domestico,GOL,Nenhuma,5,5,4,5,4,4,4,3,2,5,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,6 a 10,Sim
SBPA,Domestico,GOL,Nenhuma,4,4,5,5,5,5,5,5,5,4,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,4 a 5,Sim
SBGL,Domestico,GOL,Nenhuma,5,5,5,5,2,4,4,2,1,2,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Prefiro nao informar,Nao,Lazer,1 (Primeira viagem),Nao
SBFZ,Domestico,GOL,Nenhuma,5,5,5,5,5,5,5,4,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Sim,Trabalho,1 (Primeira viagem),Nao
SBGL,Domestico,GOL,Nenhuma,5,5,5,5,3,4,4,4,5,4,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBGL,Domestico,GOL,Nenhuma,5,5,5,5,2,4,4,2,5,4,5,4,Brasileira,Masculino,18 a 25 anos,Superior,Mais de 20 sm,Sim,Lazer e Trabalho,4 a 5,Sim
SBRJ,Domestico,LATAM,Nenhuma,5,5,4,5,1,3,3,3,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,2 a 3,Nao
SBFL,Domestico,GOL,Nenhuma,5,5,4,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,2 a 3,Nao
SBGO,Domestico,GOL,Nenhuma,3,3,4,4,5,4,2,3,4,3,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBFZ,Domestico,GOL,Nenhuma,5,4,4,5,4,5,4,4,4,4,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Sim
SBGL,Internacional,AIR FRANCE,Nenhuma,5,2,5,5,3,5,3,4,1,5,5,4,Brasileira,Feminino,46 a 55 anos,Superior,Prefiro nao informar,Sim,Lazer,2 a 3,Nao
SBVT,Domestico,LATAM,Nenhuma,3,4,4,5,4,5,3,3,3,4,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Nao
SBFL,Domestico,GOL,Nenhuma,5,3,5,5,5,5,5,4,4,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,6 a 10,Nao
SBFZ,Domestico,GOL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Ensino medio,Entre 1 e 2 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBCY,Domestico,AZUL,Nenhuma,3,3,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino medio,Prefiro nao informar,Sim,Lazer,1 (Primeira viagem),Nao
SBMO,Domestico,AZUL,Nenhuma,5,3,5,5,5,5,4,3,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Mestrado,Mais de 20 sm,Nao,Lazer,2 a 3,Nao
SBFZ,Domestico,LATAM,Nenhuma,5,4,4,4,3,4,4,3,4,3,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Nao
SBSV,Domestico,GOL,Nenhuma,4,5,3,5,5,5,4,3,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBCF,Internacional,TAP,Nenhuma,4,3,5,5,3,4,3,4,3,4,4,4,Brasileira,Masculino,56 a 65 anos,Superior,Mais de 20 sm,Nao,Lazer,1 (Primeira viagem),Sim
SBBR,Domestico,LATAM,Nenhuma,4,5,5,5,3,5,5,3,5,5,3,3,Brasileira,Feminino,18 a 25 anos,Ensino medio,Entre 4 e 10 sm,Sim,Lazer e Trabalho,2 a 3,Sim
SBKP,Domestico,AZUL,Nenhuma,5,4,5,5,4,2,3,3,4,4,4,4,Brasileira,Masculino,46 a 55 anos,Superior,Prefiro nao informar,Sim,Trabalho,Mais de 11,Sim
SBFZ,Domestico,AZUL,Nenhuma,4,5,5,5,4,5,5,4,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBMO,Domestico,LATAM,Nenhuma,4,5,4,5,4,5,4,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,2 a 3,Nao
SBFZ,Domestico,LATAM,Nenhuma,5,5,4,5,4,5,5,5,3,4,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,4 a 5,Nao
SBGO,Domestico,GOL,Nenhuma,5,4,3,5,4,5,3,5,5,3,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,4 a 5,Sim
SBEG,Domestico,LATAM,Nenhuma,5,3,4,5,5,4,5,4,4,3,5,4,Brasileira,Masculino,18 a 25 anos,Ensino medio,Ate 1 sm,Sim,Lazer e Trabalho,1 (Primeira viagem),Sim
SBEG,Domestico,AZUL,Nenhuma,3,5,1,5,5,5,2,2,4,3,5,5,Brasileira,Feminino,26 a 35 anos,Mestrado,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBMO,Domestico,GOL,Nenhuma,5,5,5,5,2,5,3,3,1,5,5,3,Brasileira,Feminino,26 a 35 anos,Superior,Prefiro nao informar,Nao,Lazer,1 (Primeira viagem),Nao
SBBR,Internacional,TAP,Nenhuma,4,4,4,4,5,5,4,4,4,4,5,4,Estrangeira,Masculino,56 a 65 anos,Ensino medio,Mais de 20 sm,Sim,Lazer,4 a 5,Sim
SBKP,Domestico,GOL,Nenhuma,4,3,4,4,4,5,5,5,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,Mais de 11,Nao
SBRJ,Domestico,GOL,Nenhuma,5,5,5,5,5,5,5,1,3,5,5,4,Brasileira,Masculino,46 a 55 anos,Ensino medio,Mais de 20 sm,Sim,Lazer,2 a 3,Sim
SBFZ,Domestico,GOL,Nenhuma,5,1,4,5,5,5,5,5,4,4,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBFZ,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,5,4,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Ensino medio,Entre 1 e 2 sm,Nao,Lazer,2 a 3,Sim
SBCF,Domestico,LATAM,Nenhuma,5,3,4,5,3,5,4,5,5,5,5,5,Brasileira,Feminino,56 a 65 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Nao
SBMO,Domestico,GOL,Nenhuma,4,5,3,4,3,1,3,3,3,1,4,3,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBFL,Domestico,GOL,Nenhuma,4,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Analfabeto,Ate 1 sm,Sim,Lazer,1 (Primeira viagem),Sim
SBRJ,Domestico,AZUL,Nenhuma,4,5,5,5,5,4,4,3,5,4,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Sim
SBFL,Domestico,AZUL,Nenhuma,5,3,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,1 (Primeira viagem),Sim
SBGO,Domestico,LATAM,Nenhuma,3,5,5,5,5,5,5,5,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Nao
SBCY,Domestico,LATAM,Nenhuma,4,4,5,4,4,5,4,3,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Prefiro nao informar,Nao,Lazer,2 a 3,Nao
SBCY,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,4,4,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Nao,Lazer,4 a 5,Nao
SBPA,Domestico,GOL,Nenhuma,5,5,5,5,5,4,5,4,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBSV,Domestico,LATAM,Nenhuma,3,5,5,4,5,5,5,3,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,2 a 3,Nao
SBGO,Domestico,GOL,Nenhuma,5,5,5,5,5,5,5,3,5,5,5,5,Brasileira,Feminino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Nao
SBMO,Domestico,GOL,Nenhuma,4,5,5,5,3,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,2 a 3,Nao
SBBR,Domestico,LATAM,Nenhuma,4,3,3,4,4,3,3,2,5,2,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBCY,Domestico,LATAM,Nenhuma,4,4,5,5,3,3,2,1,4,4,4,3,Brasileira,Feminino,26 a 35 anos,Superior,Prefiro nao informar,Sim,Lazer,4 a 5,Sim
SBFZ,Domestico,GOL,Nenhuma,3,4,5,5,4,5,5,4,5,5,5,5,Brasileira,Masculino,56 a 65 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBEG,Domestico,AZUL,Nenhuma,3,3,4,5,3,3,1,2,2,2,3,5,Brasileira,Feminino,26 a 35 anos,Superior,Mais de 20 sm,Sim,Outros,Mais de 11,Nao
SBSP,Domestico,AZUL,Nenhuma,5,4,5,5,5,5,5,4,4,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 10 e 20 sm,Nao,Trabalho,1 (Primeira viagem),Nao
SBSP,Domestico,AZUL,Nenhuma,5,3,4,5,1,5,5,5,2,5,5,4,Brasileira,Feminino,56 a 65 anos,Ensino medio,Entre 4 e 10 sm,Sim,Trabalho,2 a 3,Sim
SBSP,Domestico,GOL,Nenhuma,4,5,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBFZ,Domestico,GOL,Nenhuma,5,5,4,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Ensino medio,Entre 1 e 2 sm,Sim,Outros,2 a 3,Sim
SBFL,Domestico,LATAM,Nenhuma,5,2,2,5,4,4,4,4,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Superior,Mais de 20 sm,Nao,Lazer e Trabalho,Mais de 11,Sim
SBFL,Domestico,LATAM,Nenhuma,3,3,5,5,5,5,4,4,5,5,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Trabalho,6 a 10,Sim
SBFL,Domestico,GOL,Nenhuma,5,1,3,4,4,5,5,2,4,5,5,4,Brasileira,Feminino,26 a 35 anos,Doutorado,Entre 4 e 10 sm,Sim,Lazer e Trabalho,6 a 10,Sim
SBFL,Domestico,GOL,Nenhuma,5,3,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino fundamental,Entre 2 e 4 sm,Sim,Trabalho,2 a 3,Sim
SBFZ,Domestico,GOL,Nenhuma,4,2,4,5,2,4,3,3,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Superior,Entre 1 e 2 sm,Nao,Lazer,2 a 3,Sim
SBRJ,Domestico,AZUL,Nenhuma,3,3,3,5,4,4,5,4,5,4,5,5,Brasileira,Masculino,56 a 65 anos,Ensino medio,Mais de 20 sm,Sim,Trabalho,Mais de 11,Sim
SBFZ,Domestico,AZUL,Nenhuma,5,4,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBRF,Domestico,AZUL,Nenhuma,5,4,5,4,4,4,4,4,4,4,4,4,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBVT,Domestico,LATAM,Nenhuma,5,4,5,5,4,5,4,3,2,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBFL,Domestico,GOL,Nenhuma,5,4,4,5,5,5,5,3,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer e Trabalho,4 a 5,Sim
SBFZ,Domestico,LATAM,Nenhuma,5,5,4,4,4,5,5,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Superior,Entre 1 e 2 sm,Nao,Lazer,2 a 3,Nao
SBPA,Domestico,AZUL,Nenhuma,4,5,5,5,5,4,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Ensino medio,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Sim
SBSV,Domestico,AZUL,Nenhuma,3,5,5,2,4,5,4,4,5,5,5,4,Brasileira,Masculino,36 a 45 anos,Mestrado,Mais de 20 sm,Nao,Lazer,6 a 10,Sim
SBGR,Internacional,LUFTHANSA,Nenhuma,5,5,4,4,5,5,5,4,4,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Prefiro nao informar,Sim,Outros,1 (Primeira viagem),Nao
SBMO,Domestico,GOL,Nenhuma,5,5,5,5,3,5,5,5,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBVT,Domestico,LATAM,Nenhuma,4,5,5,5,5,5,5,5,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Sim
SBSV,Domestico,AZUL,Nenhuma,4,5,5,4,5,3,3,5,5,1,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Sim
SBSP,Domestico,GOL,Nenhuma,5,4,4,4,4,3,4,4,3,3,4,4,Brasileira,Feminino,46 a 55 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Sim
SBCY,Domestico,AZUL,Nenhuma,4,4,5,5,4,5,5,4,4,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,6 a 10,Sim
SBFL,Domestico,LATAM,Nenhuma,5,3,5,4,4,5,5,4,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Prefiro nao informar,Sim,Lazer,4 a 5,Sim
SBVT,Domestico,GOL,Nenhuma,5,2,5,5,1,5,3,3,5,3,5,4,Brasileira,Masculino,26 a 35 anos,Mestrado,Entre 4 e 10 sm,Sim,Lazer,Mais de 11,Sim
SBFZ,Domestico,LATAM,Nenhuma,3,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Sim
SBFZ,Domestico,GOL,Nenhuma,4,5,3,5,3,5,5,5,5,3,5,5,Brasileira,Masculino,36 a 45 anos,Ensino medio,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBPA,Domestico,LATAM,Nenhuma,5,4,3,5,4,5,5,5,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBRF,Domestico,AZUL,Nenhuma,5,4,5,5,5,5,4,3,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,6 a 10,Sim
SBCF,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,5,4,4,5,5,5,Brasileira,Masculino,56 a 65 anos,Ensino medio,Entre 4 e 10 sm,Sim,Lazer,6 a 10,Sim
SBGO,Domestico,AZUL,Nenhuma,5,4,5,5,2,5,5,5,3,5,5,5,Brasileira,Masculino,18 a 25 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,2 a 3,Nao
SBVT,Domestico,LATAM,Nenhuma,5,5,5,5,5,5,3,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Ensino medio,Prefiro nao informar,Nao,Lazer,2 a 3,Nao
SBSG,Domestico,AZUL,Nenhuma,5,5,5,4,4,5,4,3,5,5,4,5,Brasileira,Masculino,36 a 45 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBBR,Domestico,ITAPEMIRIM,Nenhuma,5,5,5,5,5,3,5,5,4,5,5,5,Brasileira,Masculino,56 a 65 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,Mais de 11,Sim
SBBR,Domestico,AZUL,Nenhuma,4,3,5,5,4,4,3,3,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,Mais de 11,Nao
SBSG,Domestico,AZUL,Nenhuma,5,4,4,5,4,5,5,3,4,3,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro nao informar,Nao,Lazer,2 a 3,Nao
SBCY,Domestico,AZUL,Nenhuma,5,4,4,3,3,1,1,2,3,1,2,2,Brasileira,Masculino,26 a 35 anos,Superior,Prefiro nao informar,Sim,Trabalho,6 a 10,Sim
SBBR,Domestico,AZUL,Nenhuma,4,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Ensino medio,Entre 4 e 10 sm,Sim,Outros,6 a 10,Nao
SBRJ,Domestico,AZUL,Nenhuma,5,5,5,5,5,5,4,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Nao,Lazer,2 a 3,Nao
SBGL,Domestico,LATAM,Nenhuma,5,5,4,4,2,5,5,4,4,5,4,4,Brasileira,Feminino,18 a 25 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBGR,Internacional,LATAM,Nenhuma,5,4,4,4,4,4,4,3,3,4,4,4,Brasileira,Masculino,18 a 25 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBCF,Domestico,AZUL,Nenhuma,4,4,5,5,5,5,5,3,5,3,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,4 a 5,Sim
SBKP,Domestico,AZUL,Nenhuma,3,4,4,5,5,5,3,2,2,3,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Outros,6 a 10,Sim
SBGO,Domestico,AZUL,Nenhuma,5,4,4,5,2,5,4,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 4 e 10 sm,Sim,Trabalho,Mais de 11,Nao
SBGO,Domestico,LATAM,Nenhuma,4,4,2,4,2,1,2,1,3,1,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,Mais de 11,Sim
SBFZ,Domestico,LATAM,Nenhuma,5,5,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,56 a 65 anos,Ensino medio,Entre 4 e 10 sm,Nao,Outros,2 a 3,Nao
SBCY,Domestico,GOL,Nenhuma,4,3,5,5,5,5,5,4,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Doutorado,Entre 10 e 20 sm,Sim,Trabalho,4 a 5,Nao
SBPA,Domestico,AZUL,Nenhuma,3,5,5,4,5,4,5,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Ensino medio,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Nao
SBCF,Domestico,LATAM,Nenhuma,5,4,3,5,4,4,4,2,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Sim
SBVT,Domestico,AZUL,Nenhuma,5,5,4,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,4 a 5,Sim
SBGR,Internacional,AIR FRANCE,Nenhuma,4,5,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Ensino medio,Prefiro nao informar,Sim,Lazer,2 a 3,Nao
SBRF,Domestico,LATAM,Nenhuma,5,3,5,5,3,3,4,3,5,4,3,4,Brasileira,Feminino,56 a 65 anos,Mestrado,Entre 10 e 20 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBMO,Domestico,GOL,Nenhuma,4,4,4,5,5,4,4,4,5,5,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBPA,Domestico,AZUL,Nenhuma,5,3,4,5,3,5,1,2,4,4,4,3,Brasileira,Masculino,26 a 35 anos,Mestrado,Entre 10 e 20 sm,Sim,Lazer,Mais de 11,Sim
SBBR,Domestico,LATAM,Nenhuma,4,5,5,5,5,5,5,5,4,5,5,5,Brasileira,Masculino,56 a 65 anos,Superior,Mais de 20 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBCF,Internacional,TAP,Nenhuma,5,2,4,4,3,3,5,3,3,4,5,4,Brasileira,Feminino,26 a 35 anos,Ensino medio,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Nao
SBPA,Domestico,GOL,Nenhuma,5,5,5,5,2,4,4,2,5,4,5,5,Brasileira,Masculino,46 a 55 anos,Ensino medio,Entre 4 e 10 sm,Nao,Lazer,6 a 10,Sim
SBCY,Domestico,GOL,Nenhuma,5,5,5,5,4,5,4,3,4,4,5,5,Brasileira,Masculino,18 a 25 anos,Ensino medio,Prefiro nao informar,Sim,Outros,2 a 3,Sim
SBMO,Domestico,LATAM,Nenhuma,5,4,4,5,5,4,3,2,4,5,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBMO,Domestico,GOL,Nenhuma,4,1,4,5,1,4,3,3,4,2,3,2,Brasileira,Feminino,26 a 35 anos,Superior,Mais de 20 sm,Nao,Lazer,1 (Primeira viagem),Nao
SBKP,Internacional,AZUL,Nenhuma,5,5,4,5,5,5,5,2,4,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Nao
