aeroporto,tipo.de.voo,cia.aerea,possui.deficiencia,facilidade.de.desembarque.no.meio.fio,opcoes.de.transporte.ate.o.aeroporto,processo.de.aquisicao.da.passagem,processo.de.inspecao.de.seguranca,estabelecimentos.de.alimentacao,localizacao.e.deslocamento,conforto.da.sala.de.embarque,disponibilidade.de.tomadas,internet.disponibilizada.pelo.aeroporto,sanitarios,limpeza.geral.do.aeroporto,satisfacao.geral,nacionalidade,genero,idade,escolaridade,renda.familiar,viajando.sozinho,motivo.da.viagem,quantidade.de.viagens.nos.ultimos.12.meses,ja.embarcou.desembarcou.antes.no.aeroporto
SBCY,Doméstico,AZUL,Nenhuma,4,4,5,5,5,5,4,5,5,5,4,5,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer e Trabalho,2 a 3,Sim
SBSV,Doméstico,GOL,Nenhuma,5,5,3,5,5,5,5,3,5,5,5,4,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Não
SBFL,Doméstico,AZUL,Nenhuma,2,2,4,4,4,4,4,4,5,5,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Não,Lazer,1 (Primeira viagem),Sim
SBGL,Doméstico,GOL,Nenhuma,5,5,5,4,3,4,4,3,4,4,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,Mais de 11,Sim
SBGO,Doméstico,GOL,Nenhuma,4,4,1,5,5,5,5,5,5,4,5,4,Brasileira,Masculino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,4 a 5,Não
SBMO,Doméstico,LATAM,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBSV,Doméstico,LATAM,Nenhuma,1,1,4,5,2,4,4,2,1,4,4,4,Brasileira,Feminino,36 a 45 anos,Ensino médio,até 1 salário mínimo,Sim,Outros,1 (Primeira viagem),Sim
SBSV,Doméstico,ITAPEMIRIM,Nenhuma,5,5,4,5,1,3,3,3,5,5,5,4,Brasileira,Feminino,18 a 25 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,6 a 10,Sim
SBSV,Doméstico,ITAPEMIRIM,Nenhuma,4,4,5,5,4,4,4,3,4,3,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 sm,Sim,Outros,6 a 10,Sim
SBGR,Doméstico,ITAPEMIRIM,Nenhuma,4,4,4,4,4,4,4,4,3,4,4,4,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Não
SBGR,Doméstico,LATAM,Nenhuma,5,5,5,5,3,5,5,5,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,4 a 5,Sim
SBSP,Doméstico,GOL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBCF,Doméstico,AZUL,Nenhuma,3,3,4,4,5,5,4,5,5,3,5,5,Brasileira,Masculino,18 a 25 anos,Ensino médio,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBMO,Doméstico,GOL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBGL,Doméstico,GOL,Nenhuma,5,5,1,5,3,4,3,2,5,4,5,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Não,Lazer,1 (Primeira viagem),Não
SBGO,Doméstico,AZUL,Nenhuma,4,4,4,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBSV,Doméstico,LATAM,Nenhuma,2,2,3,4,4,5,3,5,5,4,4,3,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Não
SBSG,Doméstico,LATAM,Nenhuma,5,5,5,5,3,5,5,4,5,4,5,4,Brasileira,Masculino,18 a 25 anos,Superior,Entre 1 e 2 sm,Sim,Lazer,4 a 5,Sim
SBGO,Doméstico,AZUL,Deficiência Física /Motora,5,5,5,3,5,5,4,5,5,4,4,4,Brasileira,Masculino,56 a 65 anos,Superior,Mais de 20 sm,Sim,Trabalho,Mais de 11,Sim
SBCF,Internacional,AZUL,Nenhuma,4,4,5,5,4,5,4,4,3,5,5,4,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 1 e 2 sm,Não,Lazer,1 (Primeira viagem),Sim
SBGO,Doméstico,AZUL,Nenhuma,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Não
SBGO,Doméstico,AZUL,Nenhuma,5,5,5,5,5,5,5,3,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Superior,Mais de 20 sm,Não,Lazer,2 a 3,Não
SBSG,Doméstico,LATAM,Nenhuma,4,4,5,5,3,5,5,3,5,5,5,3,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Não,Lazer,2 a 3,Não
SBVT,Doméstico,AZUL,Nenhuma,5,5,5,5,5,5,4,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Outros,2 a 3,Não
SBBR,Doméstico,AZUL,Nenhuma,4,4,4,5,5,4,5,2,2,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer e Trabalho,Mais de 11,Sim
SBBR,Doméstico,GOL,Nenhuma,5,5,3,5,3,5,5,1,2,4,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Entre 10 e 20 sm,Não,Lazer,4 a 5,Não
SBMO,Doméstico,AZUL,Nenhuma,5,5,4,5,4,5,3,2,5,5,5,4,Brasileira,Feminino,18 a 25 anos,Superior,Entre 2 e 4 sm,Não,Lazer,2 a 3,Não
SBVT,Doméstico,LATAM,Nenhuma,5,5,5,5,4,5,3,4,5,5,5,4,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 4 e 10 sm,Não,Trabalho,6 a 10,Sim
SBCY,Doméstico,LATAM,Nenhuma,5,5,5,5,4,5,5,3,4,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBPA,Doméstico,GOL,Nenhuma,5,5,4,4,3,5,4,3,5,5,5,4,Brasileira,Feminino,18 a 25 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBCY,Doméstico,GOL,Nenhuma,5,5,4,5,4,4,4,3,2,5,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,6 a 10,Sim
SBPA,Doméstico,GOL,Nenhuma,4,4,5,5,5,5,5,5,5,4,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,4 a 5,Sim
SBGL,Doméstico,GOL,Nenhuma,5,5,5,5,2,4,4,2,1,2,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,1 (Primeira viagem),Não
SBFZ,Doméstico,GOL,Nenhuma,5,5,5,5,5,5,5,4,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Sim,Trabalho,1 (Primeira viagem),Não
SBGL,Doméstico,GOL,Nenhuma,5,5,5,5,3,4,4,4,5,4,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBGL,Doméstico,GOL,Nenhuma,5,5,5,5,2,4,4,2,5,4,5,4,Brasileira,Masculino,18 a 25 anos,Superior,Mais de 20 sm,Sim,Lazer e Trabalho,4 a 5,Sim
SBRJ,Doméstico,LATAM,Nenhuma,5,5,4,5,1,3,3,3,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,2 a 3,Não
SBFL,Doméstico,GOL,Nenhuma,5,5,4,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Superior,Entre 4 e 10 sm,Não,Lazer,2 a 3,Não
SBGO,Doméstico,GOL,Nenhuma,3,3,4,4,5,4,2,3,4,3,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBFZ,Doméstico,GOL,Nenhuma.,5,4,4,5,4,5,4,4,4,4,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Sim
SBGL,Internacional,AIR FRANCE,Nenhuma.,5,2,5,5,3,5,3,4,1,5,5,4,Brasileira,Feminino,46 a 55 anos,Superior,Prefiro não informar,Sim,Lazer,2 a 3,Não
SBVT,Doméstico,LATAM,Nenhuma.,3,4,4,5,4,5,3,3,3,4,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Não
SBFL,Doméstico,GOL,Nenhuma.,5,3,5,5,5,5,5,4,4,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,6 a 10,Não
SBFZ,Doméstico,GOL,Nenhuma.,5,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Ensino médio,Entre 1 e 2 sm,Não,Lazer,1 (Primeira viagem),Não
SBCY,Doméstico,AZUL,Nenhuma.,3,3,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino médio,Prefiro não informar,Sim,Lazer,1 (Primeira viagem),Não
SBMO,Doméstico,AZUL,Nenhuma.,5,3,5,5,5,5,4,3,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Mestrado,Mais de 20 sm,Não,Lazer,2 a 3,Não
SBFZ,Doméstico,LATAM,Nenhuma.,5,4,4,4,3,4,4,3,4,3,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Não
SBSV,Doméstico,GOL,Nenhuma.,4,5,3,5,5,5,4,3,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBCF,Internacional,TAP,Nenhuma.,4,3,5,5,3,4,3,4,3,4,4,4,Brasileira,Masculino,56 a 65 anos,Superior,Mais de 20 sm,Não,Lazer,1 (Primeira viagem),Sim
SBBR,Doméstico,LATAM,Nenhuma.,4,5,5,5,3,5,5,3,5,5,3,3,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 4 e 10 sm,Sim,Lazer e Trabalho,2 a 3,Sim
SBKP,Doméstico,AZUL,Nenhuma.,5,4,5,5,4,2,3,3,4,4,4,4,Brasileira,Masculino,46 a 55 anos,Superior,Prefiro não informar,Sim,Trabalho,Mais de 11,Sim
SBFZ,Doméstico,AZUL,Nenhuma.,4,5,5,5,4,5,5,4,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBMO,Doméstico,LATAM,Nenhuma.,4,5,4,5,4,5,4,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,2 a 3,Não
SBFZ,Doméstico,LATAM,Nenhuma.,5,5,4,5,4,5,5,5,3,4,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,4 a 5,Não
SBGO,Doméstico,GOL,Nenhuma.,5,4,3,5,4,5,3,5,5,3,4,4,Brasileira,Masculino,36 a 45 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,4 a 5,Sim
SBEG,Doméstico,LATAM,Nenhuma.,5,3,4,5,5,4,5,4,4,3,5,4,Brasileira,Masculino,18 a 25 anos,Ensino médio,até 1 salário mínimo,Sim,Lazer e Trabalho,1 (Primeira viagem),Sim
SBEG,Doméstico,AZUL,Nenhuma.,3,5,1,5,5,5,2,2,4,3,5,5,Brasileira,Feminino,26 a 35 anos,Mestrado,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Não
SBMO,Doméstico,GOL,Nenhuma.,5,5,5,5,2,5,3,3,1,5,5,3,Brasileira,Feminino,26 a 35 anos,Superior,Prefiro não informar,Não,Lazer,1 (Primeira viagem),Não
SBBR,Internacional,TAP,Nenhuma.,4,4,4,4,5,5,4,4,4,4,5,4,Estrangeira,Masculino,56 a 65 anos,Ensino médio,Mais de 20 sm,Sim,Lazer,4 a 5,Sim
SBKP,Doméstico,GOL,Nenhuma.,4,3,4,4,4,5,5,5,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,Mais de 11,Não
SBRJ,Doméstico,GOL,Nenhuma.,5,5,5,5,5,5,5,1,3,5,5,4,Brasileira,Masculino,46 a 55 anos,Ensino médio,Mais de 20 sm,Sim,Lazer,2 a 3,Sim
SBFZ,Doméstico,GOL,Nenhuma.,5,1,4,5,5,5,5,5,4,4,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,1 (Primeira viagem),Não
SBFZ,Doméstico,AZUL,Nenhuma.,5,5,5,5,5,5,5,4,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Ensino médio,Entre 1 e 2 sm,Não,Lazer,2 a 3,Sim
SBCF,Doméstico,LATAM,Nenhuma.,5,3,4,5,3,5,4,5,5,5,5,5,Brasileira,Feminino,56 a 65 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Não
SBMO,Doméstico,GOL,Nenhuma.,4,5,3,4,3,1,3,3,3,1,4,3,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Não
SBFL,Doméstico,GOL,Nenhuma.,4,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Analfabeto,até 1 salário mínimo,Sim,Lazer,1 (Primeira viagem),Sim
SBRJ,Doméstico,AZUL,Nenhuma.,4,5,5,5,5,4,4,3,5,4,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Sim
SBFL,Doméstico,AZUL,Nenhuma.,5,3,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Não,Lazer,1 (Primeira viagem),Sim
SBGO,Doméstico,LATAM,Nenhuma.,3,5,5,5,5,5,5,5,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Não
SBCY,Doméstico,LATAM,Nenhuma.,4,4,5,4,4,5,4,3,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Prefiro não informar,Não,Lazer,2 a 3,Não
SBCY,Doméstico,AZUL,Nenhuma.,5,5,5,5,5,5,4,4,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Não,Lazer,4 a 5,Não
SBPA,Doméstico,GOL,Nenhuma.,5,5,5,5,5,4,5,4,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBSV,Doméstico,LATAM,Nenhuma.,3,5,5,4,5,5,5,3,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Não,Lazer,2 a 3,Não
SBGO,Doméstico,GOL,Nenhuma.,5,5,5,5,5,5,5,3,5,5,5,5,Brasileira,Feminino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,2 a 3,Não
SBMO,Doméstico,GOL,Nenhuma.,4,5,5,5,3,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Não,Lazer,2 a 3,Não
SBBR,Doméstico,LATAM,Nenhuma.,4,3,3,4,4,3,3,2,5,2,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBCY,Doméstico,LATAM,Nenhuma.,4,4,5,5,3,3,2,1,4,4,4,3,Brasileira,Feminino,26 a 35 anos,Superior,Prefiro não informar,Sim,Lazer,4 a 5,Sim
SBFZ,Doméstico,GOL,Nenhuma.,3,4,5,5,4,5,5,4,5,5,5,5,Brasileira,Masculino,56 a 65 anos,Superior,Entre 4 e 10 sm,Não,Lazer,1 (Primeira viagem),Não
SBEG,Doméstico,AZUL,Nenhuma.,3,3,4,5,3,3,1,2,2,2,3,5,Brasileira,Feminino,26 a 35 anos,Superior,Mais de 20 sm,Sim,Outros,Mais de 11,Não
SBSP,Doméstico,AZUL,Nenhuma.,5,4,5,5,5,5,5,4,4,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 10 e 20 sm,Não,Trabalho,1 (Primeira viagem),Não
SBSP,Doméstico,AZUL,Nenhuma.,5,3,4,5,1,5,5,5,2,5,5,4,Brasileira,Feminino,56 a 65 anos,Ensino médio,Entre 4 e 10 sm,Sim,Trabalho,2 a 3,Sim
SBSP,Doméstico,GOL,Nenhuma.,4,5,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBFZ,Doméstico,GOL,Nenhuma.,5,5,4,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Ensino médio,Entre 1 e 2 sm,Sim,Outros,2 a 3,Sim
SBFL,Doméstico,LATAM,Nenhuma.,5,2,2,5,4,4,4,4,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Superior,Mais de 20 sm,Não,Lazer e Trabalho,Mais de 11,Sim
SBFL,Doméstico,LATAM,Nenhuma.,3,3,5,5,5,5,4,4,5,5,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Trabalho,6 a 10,Sim
SBFL,Doméstico,GOL,Nenhuma.,5,1,3,4,4,5,5,2,4,5,5,4,Brasileira,Feminino,26 a 35 anos,Doutorado,Entre 4 e 10 sm,Sim,Lazer e Trabalho,6 a 10,Sim
SBFL,Doméstico,GOL,Nenhuma.,5,3,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino fundamental,Entre 2 e 4 sm,Sim,Trabalho,2 a 3,Sim
SBFZ,Doméstico,GOL,Nenhuma.,4,2,4,5,2,4,3,3,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Superior,Entre 1 e 2 sm,Não,Lazer,2 a 3,Sim
SBRJ,Doméstico,AZUL,Nenhuma.,3,3,3,5,4,4,5,4,5,4,5,5,Brasileira,Masculino,56 a 65 anos,Ensino médio,Mais de 20 sm,Sim,Trabalho,Mais de 11,Sim
SBFZ,Doméstico,AZUL,Nenhuma.,5,4,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBRF,Doméstico,AZUL,Nenhuma.,5,4,5,4,4,4,4,4,4,4,4,4,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBVT,Doméstico,LATAM,Nenhuma.,5,4,5,5,4,5,4,3,2,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 4 e 10 sm,Não,Lazer,1 (Primeira viagem),Não
SBFL,Doméstico,GOL,Nenhuma.,5,4,4,5,5,5,5,3,5,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Entre 2 e 4 sm,Sim,Lazer e Trabalho,4 a 5,Sim
SBFZ,Doméstico,LATAM,Nenhuma.,5,5,4,4,4,5,5,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Superior,Entre 1 e 2 sm,Não,Lazer,2 a 3,Não
SBPA,Doméstico,AZUL,Nenhuma.,4,5,5,5,5,4,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Ensino médio,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Sim
SBSV,Doméstico,AZUL,Nenhuma.,3,5,5,2,4,5,4,4,5,5,5,4,Brasileira,Masculino,36 a 45 anos,Mestrado,Mais de 20 sm,Não,Lazer,6 a 10,Sim
SBGR,Internacional,LUFTHANSA,Nenhuma.,5,5,4,4,5,5,5,4,4,5,5,5,Brasileira,Feminino,26 a 35 anos,Superior,Prefiro não informar,Sim,Outros,1 (Primeira viagem),Não
SBMO,Doméstico,GOL,Nenhuma.,5,5,5,5,3,5,5,5,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 sm,Não,Lazer,1 (Primeira viagem),Não
SBVT,Doméstico,LATAM,Nenhuma.,4,5,5,5,5,5,5,5,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Sim
SBSV,Doméstico,AZUL,Nenhuma.,4,5,5,4,5,3,3,5,5,1,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Sim
SBSP,Doméstico,GOL,Nenhuma.,5,4,4,4,4,3,4,4,3,3,4,4,Brasileira,Feminino,46 a 55 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,2 a 3,Sim
SBCY,Doméstico,AZUL,Nenhuma.,4,4,5,5,4,5,5,4,4,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,6 a 10,Sim
SBFL,Doméstico,LATAM,Nenhuma.,5,3,5,4,4,5,5,4,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Prefiro não informar,Sim,Lazer,4 a 5,Sim
SBVT,Doméstico,GOL,Nenhuma.,5,2,5,5,1,5,3,3,5,3,5,4,Brasileira,Masculino,26 a 35 anos,Mestrado,Entre 4 e 10 sm,Sim,Lazer,Mais de 11,Sim
SBFZ,Doméstico,LATAM,Nenhuma.,3,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Sim
SBFZ,Doméstico,GOL,Nenhuma.,4,5,3,5,3,5,5,5,5,3,5,5,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 sm,Sim,Trabalho,4 a 5,Sim
SBPA,Doméstico,LATAM,Nenhuma.,5,4,3,5,4,5,5,5,5,4,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 2 e 4 sm,Não,Lazer,1 (Primeira viagem),Não
SBRF,Doméstico,AZUL,Nenhuma.,5,4,5,5,5,5,4,3,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,6 a 10,Sim
SBCF,Doméstico,AZUL,Nenhuma.,5,5,5,5,5,5,5,4,4,5,5,5,Brasileira,Masculino,56 a 65 anos,Ensino médio,Entre 4 e 10 sm,Sim,Lazer,6 a 10,Sim
SBGO,Doméstico,AZUL,Nenhuma.,5,4,5,5,2,5,5,5,3,5,5,5,Brasileira,Masculino,18 a 25 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,2 a 3,Não
SBVT,Doméstico,LATAM,Nenhuma.,5,5,5,5,5,5,3,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Ensino médio,Prefiro não informar,Não,Lazer,2 a 3,Não
SBSG,Doméstico,AZUL,Nenhuma.,5,5,5,4,4,5,4,3,5,5,4,5,Brasileira,Masculino,36 a 45 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,1 (Primeira viagem),Não
SBBR,Doméstico,ITAPEMIRIM,Nenhuma.,5,5,5,5,5,3,5,5,4,5,5,5,Brasileira,Masculino,56 a 65 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,Mais de 11,Sim
SBBR,Doméstico,AZUL,Nenhuma.,4,3,5,5,4,4,3,3,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Trabalho,Mais de 11,Não
SBSG,Doméstico,AZUL,Nenhuma.,5,4,4,5,4,5,5,3,4,3,4,4,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,2 a 3,Não
SBCY,Doméstico,AZUL,Nenhuma.,5,4,4,3,3,1,1,2,3,1,2,2,Brasileira,Masculino,26 a 35 anos,Superior,Prefiro não informar,Sim,Trabalho,6 a 10,Sim
SBBR,Doméstico,AZUL,Nenhuma.,4,5,5,5,5,5,5,5,5,5,5,5,Brasileira,Feminino,36 a 45 anos,Ensino médio,Entre 4 e 10 sm,Sim,Outros,6 a 10,Não
SBRJ,Doméstico,AZUL,Nenhuma.,5,5,5,5,5,5,4,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Não,Lazer,2 a 3,Não
SBGL,Doméstico,LATAM,Nenhuma.,5,5,4,4,2,5,5,4,4,5,4,4,Brasileira,Feminino,18 a 25 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,4 a 5,Sim
SBGR,Internacional,LATAM,Nenhuma.,5,4,4,4,4,4,4,3,3,4,4,4,Brasileira,Masculino,18 a 25 anos,Superior,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Não
SBCF,Doméstico,AZUL,Nenhuma.,4,4,5,5,5,5,5,3,5,3,4,4,Brasileira,Feminino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,4 a 5,Sim
SBKP,Doméstico,AZUL,Nenhuma.,3,4,4,5,5,5,3,2,2,3,5,4,Brasileira,Masculino,26 a 35 anos,Superior,Entre 4 e 10 sm,Sim,Outros,6 a 10,Sim
SBGO,Doméstico,AZUL,Nenhuma.,5,4,4,5,2,5,4,5,5,5,5,5,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 4 e 10 sm,Sim,Trabalho,Mais de 11,Não
SBGO,Doméstico,LATAM,Nenhuma.,4,4,2,4,2,1,2,1,3,1,5,5,Brasileira,Masculino,26 a 35 anos,Superior,Entre 10 e 20 sm,Sim,Trabalho,Mais de 11,Sim
SBFZ,Doméstico,LATAM,Nenhuma,5,5,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,56 a 65 anos,Ensino médio,Entre 4 e 10 sm,Não,Outros,2 a 3,Não
SBCY,Doméstico,GOL,Nenhuma,4,3,5,5,5,5,5,4,5,5,5,5,Brasileira,Masculino,36 a 45 anos,Doutorado,Entre 10 e 20 sm,Sim,Trabalho,4 a 5,Não
SBPA,Doméstico,AZUL,Nenhuma,3,5,5,4,5,4,5,5,5,5,5,5,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 sm,Sim,Lazer,2 a 3,Não
SBCF,Doméstico,LATAM,Nenhuma,5,4,3,5,4,4,4,2,5,4,4,4,Brasileira,Masculino,26 a 35 anos,Ensino médio,Entre 2 e 4 sm,Sim,Lazer,1 (Primeira viagem),Sim
SBVT,Doméstico,AZUL,Nenhuma,5,5,4,5,5,5,5,5,5,5,5,5,Brasileira,Masculino,46 a 55 anos,Superior,Entre 4 e 10 sm,Sim,Lazer,4 a 5,Sim
SBGR,Internacional,AIR FRANCE,Nenhuma,4,5,5,5,4,5,5,5,5,5,5,5,Brasileira,Masculino,18 a 25 anos,Ensino médio,Prefiro não informar,Sim,Lazer,2 a 3,Não
