tradicional_fei,tradicional_poli,tradicional_maua,tradicional_insper,tradicional_sc,tradicional_mack,tradicional_ita,inovacao_fei,inovacao_poli,inovacao_maua,inovacao_insper,inovacao_sc,inovacao_mack,inovacao_ita,conhetech_fei,conhetech_poli,conhetech_maua,conhetech_insper,conhetech_sc,conhetech_mack,conhetech_ita,reconhmerca_fei,reconhmerca_poli,reconhmerca_maua,reconhmerca_insper,reconhmerca_sc,reconhmerca_mack,reconhmerca_ita,empreende_fei,empreende_poli,empreende_maua,empreende_insper,empreende_sc,empreende_mack,empreende_ita,custobene_fei,custobene_poli,custobene_maua,custobene_insper,custobene_sc,custobene_mack,custobene_ita,infra_fei,infra_poli,infra_maua,infra_insper,infra_sc,infra_mack,infra_ita,corpdocen_fei,corpdocen_poli,corpdocen_maua,corpdocen_insper,corpdocen_sc,corpdocen_mack,corpdocen_ita,relinterpess_fei,relinterpess_poli,relinterpess_maua,relinterpess_insper,relinterpess_sc,relinterpess_mack,relinterpess_ita,relprofiss_fei,relprofiss_poli,relprofiss_maua,relprofiss_insper,relprofiss_sc,relprofiss_mack,relprofiss_ita,conhalemtech_fei,conhalemtech_poli,conhalemtech_maua,conhalemtech_insper,conhalemtech_sc,conhalemtech_mack,conhalemtech_ita,demasregra_fei,demasregra_poli,demasregra_maua,demasregra_insper,demasregra_sc,demasregra_mack,demasregra_ita,pref_maua,pref_poli,pref_mack,pref_insper,pref_ita,pref_fei,pref_sc
4.936507937,6.640625,5.048387097,1.846153846,5.65625,4.46875,6.4375,3.476190476,3.515625,3.903225806,6.784615385,3.515625,3.296875,3.6875,5,6.301587302,5.14516129,4.890625,5.619047619,4.46875,6.507936508,4.444444444,6.546875,4.596774194,5.421875,5.59375,3.793650794,6.634920635,3.174603175,3.484375,3.548387097,6.692307692,3.421875,3.285714286,3.031746032,3.888888889,6.734375,3.983870968,5,6.171875,3.349206349,6.46031746,4.37704918,4.095238095,4.770491803,6.784615385,4.301587302,4.225806452,5.564516129,4.85483871,6.234375,5.064516129,6.276923077,5.5625,4.26984127,6.46031746,3.838709677,3.75,4.14516129,6.553846154,3.890625,3.936507937,2.793650794,4.114754098,4.777777778,4.426229508,6.265625,4.571428571,3.838709677,4.580645161,3.819672131,4.015625,4.032258065,7.123076923,4.390625,3.888888889,4.222222222,4.322580645,5.21875,4.451612903,3.484375,4.625,3.873015873,5.904761905,3.15625,5.676923077,2.34375,5.723076923,4.630769231,3.25,4.153846154
